,cif_id,survive_h1
0,153806,0.125
1,155020,0.125
4,96485,0.25
8,100020,0.16666666666666666
10,100167,0.05
11,100169,0.1
12,100324,0.125
13,100402,0.125
14,100403,0.125
15,100465,0.125
19,10062,0.16666666666666666
21,10251,0.3625
23,1037,0.2
28,106771,0.25
29,106948,0.1875
30,106949,0.1875
31,107304,0.25
35,109087,0.16666666666666666
36,109091,0.1
39,1125,0.08928571428571429
40,1126,0.08928571428571429
41,1127,0.08928571428571429
42,1180,0.20833333333333331
45,130018,0.4375
46,1384,0.25
47,1411,0.4375
50,14360,0.3611111111111111
51,14364,0.16666666666666666
54,150212,0.359375
55,150451,0.1111111111111111
56,150452,0.1111111111111111
57,150453,0.1111111111111111
58,150454,0.1111111111111111
59,150455,0.1111111111111111
60,150456,0.1111111111111111
61,150457,0.1111111111111111
63,15104,0.08333333333333333
64,15112,0.2777777777777778
65,151356,0.05555555555555555
66,15150,0.0625
70,153218,0.07142857142857142
71,154089,0.25
73,155126,0.4583333333333333
74,155577,0.125
75,155633,0.3333333333333333
76,155634,0.3333333333333333
77,155912,0.25
79,15631,0.14285714285714285
80,15642,0.25
97,157654,0.21428571428571427
102,158372,0.10833333333333334
103,158373,0.10833333333333334
106,161342,0.10833333333333334
107,161343,0.10833333333333334
108,161389,0.10833333333333334
110,161763,0.25
111,16219,0.425
113,162215,0.0625
114,16229,0.2
118,163176,0.4375
119,163177,0.4375
120,163178,0.4375
121,163179,0.4375
122,163180,0.4375
123,163181,0.4375
124,163182,0.4375
125,163297,0.04166666666666666
126,163298,0.16666666666666666
127,163299,0.04166666666666666
128,163300,0.04166666666666666
129,163301,0.04166666666666666
130,163302,0.04166666666666666
131,163303,0.04166666666666666
132,163304,0.04166666666666666
133,163305,0.16666666666666666
137,163914,0.375
139,165469,0.1111111111111111
140,165470,0.1111111111111111
141,165471,0.1111111111111111
142,165472,0.1111111111111111
143,165473,0.1111111111111111
144,165474,0.1111111111111111
145,165475,0.1111111111111111
146,165476,0.1111111111111111
147,165477,0.1111111111111111
148,165478,0.1111111111111111
149,165479,0.1111111111111111
151,165481,0.1111111111111111
152,165482,0.1111111111111111
153,165483,0.1111111111111111
154,165484,0.1111111111111111
155,165485,0.1111111111111111
156,165486,0.1111111111111111
157,165487,0.1111111111111111
158,165488,0.1111111111111111
159,165489,0.1111111111111111
160,165490,0.1111111111111111
161,165491,0.1111111111111111
162,165492,0.1111111111111111
163,165493,0.1111111111111111
165,165579,0.25
167,16626,0.125
168,166547,0.08333333333333333
171,16713,0.125
172,167141,0.375
174,167572,0.25
175,167573,0.25
176,167574,0.25
182,167585,0.25
186,16798,0.20833333333333331
188,16800,0.20833333333333331
193,168143,0.16666666666666666
194,168144,0.16666666666666666
195,168145,0.16666666666666666
196,16926,0.425
197,16935,0.4375
198,169799,0.125
199,169864,0.125
203,171366,0.0625
205,171497,0.3541666666666667
207,172043,0.3125
208,172044,0.25
237,174202,0.23214285714285715
238,174612,0.07738095238095237
239,174613,0.07738095238095237
240,174614,0.07738095238095237
241,174615,0.07738095238095237
242,174616,0.07738095238095237
243,174617,0.07738095238095237
245,180012,0.25
246,18004,0.20833333333333331
248,180289,0.3333333333333333
249,180318,0.16666666666666666
252,180507,0.4375
253,180730,0.3333333333333333
254,18096,0.4375
255,181261,0.375
256,18152,0.25
259,182026,0.15625
260,182027,0.15625
261,182028,0.15625
262,182034,0.23214285714285715
263,182035,0.25
264,182036,0.07738095238095237
265,182959,0.125
266,182961,0.125
268,182963,0.125
271,183607,0.10833333333333334
272,183684,0.23214285714285715
273,183685,0.23214285714285715
275,184230,0.10833333333333334
276,184283,0.25
277,184284,0.25
278,184285,0.25
279,184286,0.25
280,184287,0.25
281,184288,0.25
282,184289,0.25
283,184290,0.25
284,184291,0.25
285,184292,0.25
286,185539,0.10833333333333334
287,185540,0.10833333333333334
293,186848,0.0625
294,186849,0.0625
295,186850,0.125
300,188493,0.125
301,188886,0.21875
302,188887,0.21875
303,190006,0.43333333333333335
304,19023,0.25
305,19024,0.25
306,190773,0.52734375
309,191311,0.5925925925925926
310,191528,0.23214285714285715
311,191542,0.10833333333333334
312,191891,0.0925925925925926
313,192544,0.0625
314,193032,0.16666666666666666
315,193033,0.16666666666666666
316,193034,0.16666666666666666
317,193035,0.16666666666666666
318,193036,0.16666666666666666
319,193037,0.16666666666666666
320,193038,0.16666666666666666
321,193039,0.16666666666666666
322,193040,0.16666666666666666
323,193041,0.16666666666666666
324,193441,0.5925925925925926
325,193755,0.35
326,193768,0.125
330,193947,0.28125
331,195182,0.10833333333333334
333,196425,0.10833333333333334
338,196807,0.25
344,20031,0.25
346,200369,0.25
347,200534,0.25
350,200980,0.275
351,200981,0.275
356,20208,0.08333333333333333
357,202115,0.3333333333333333
358,202116,0.4583333333333333
359,202326,0.125
360,202538,0.2619047619047619
361,202539,0.2619047619047619
362,202631,0.04166666666666666
363,202632,0.21428571428571427
368,202897,0.08333333333333333
376,20434,0.16666666666666666
377,21032,0.0625
378,21053,0.0625
382,230105,0.5925925925925926
383,23017,0.125
386,2319,0.125
391,23634,0.4
392,236888,0.3333333333333333
393,236889,0.3333333333333333
395,23723,0.125
397,23747,0.16666666666666666
398,23748,0.2916666666666667
400,237729,0.375
406,238600,0.1388888888888889
407,238601,0.19444444444444445
408,238602,0.05555555555555555
409,238603,0.4107142857142857
410,238685,0.10833333333333334
411,238686,0.18055555555555555
412,238687,0.23214285714285715
413,238688,0.10833333333333334
414,238689,0.10833333333333334
415,238690,0.10833333333333334
416,238691,0.10833333333333334
417,238692,0.10833333333333334
418,238693,0.2604166666666667
419,23876,0.4375
420,239000,0.125
425,239794,0.125
426,239962,0.375
427,2403,0.125
428,24051,0.25
429,240700,0.13125
433,241234,0.16666666666666666
434,241300,0.125
435,241301,0.125
436,241421,0.5925925925925926
437,24143,0.1875
438,241439,0.3888888888888889
439,24146,0.25
440,241475,0.10833333333333334
442,242170,0.25
443,243929,0.16666666666666666
444,243972,0.25
445,244236,0.16666666666666666
457,245527,0.08333333333333333
458,245641,0.10833333333333334
459,245934,0.07738095238095237
460,245935,0.07738095238095237
462,24600,0.3928571428571429
463,246302,0.3611111111111111
464,246816,0.23214285714285715
465,246817,0.23214285714285715
466,246859,0.25
467,247255,0.34375
468,247256,0.375
469,247257,0.28125
470,247258,0.28125
477,248414,0.125
481,249872,0.25
482,249873,0.25
484,250066,0.1388888888888889
485,250297,0.25
487,250460,0.25
493,2512,0.125
494,251594,0.08333333333333333
495,252036,0.21875
496,252037,0.21875
497,252038,0.21875
498,252039,0.28125
499,252040,0.21875
500,252041,0.3125
501,252215,0.08333333333333333
503,252226,0.25
506,253007,0.125
507,253056,0.23214285714285715
508,25308,0.2222222222222222
510,253338,0.3125
511,253339,0.25
512,25349,0.08928571428571429
513,253895,0.25
514,253896,0.25
516,254107,0.16666666666666666
517,254406,0.25
519,254974,0.125
522,255464,0.3125
523,255465,0.08333333333333333
524,255466,0.25
525,255467,0.08333333333333333
526,255468,0.08333333333333333
527,25565,0.5208333333333334
528,25566,0.5208333333333334
529,255747,0.3888888888888889
530,255748,0.3888888888888889
531,255749,0.3888888888888889
532,255750,0.3888888888888889
533,25582,0.5208333333333334
534,25583,0.5208333333333334
535,25584,0.5208333333333334
539,2559,0.25
542,256228,0.125
543,256229,0.125
544,257005,0.0625
545,257006,0.0625
546,257007,0.0625
547,257008,0.0625
548,257009,0.0625
549,257010,0.0625
550,257011,0.0625
551,257012,0.0625
552,257013,0.0625
553,257014,0.0625
554,257015,0.0625
555,257016,0.0625
556,257017,0.0625
557,25705,0.25
558,257190,0.19047619047619047
561,257439,0.16666666666666666
562,257440,0.08333333333333333
563,257464,0.25
566,25759,0.05555555555555555
567,257739,0.4444444444444444
568,257740,0.3333333333333333
571,257946,0.21875
572,257947,0.21875
573,257948,0.21875
574,25816,0.08333333333333333
575,258187,0.4375
577,258978,0.0625
578,258979,0.0625
579,259172,0.125
580,259200,0.4375
581,259201,0.4375
582,259202,0.2916666666666667
583,259203,0.2916666666666667
584,259204,0.2916666666666667
585,259205,0.4375
586,259206,0.4375
587,259207,0.4375
588,259208,0.2916666666666667
589,259209,0.2916666666666667
590,259210,0.2916666666666667
591,259211,0.2916666666666667
592,259212,0.2916666666666667
593,259221,0.4375
594,259898,0.4375
595,260259,0.3333333333333333
596,260280,0.1875
602,261236,0.0625
604,261238,0.0625
605,261239,0.0625
607,261302,0.10833333333333334
609,261746,0.25
610,261825,0.375
612,262642,0.25
613,262643,0.25
614,26297,0.1111111111111111
615,26298,0.5925925925925926
616,263760,0.047619047619047616
617,263761,0.023809523809523808
618,263762,0.023809523809523808
619,263763,0.023809523809523808
620,263764,0.023809523809523808
621,263765,0.023809523809523808
622,263766,0.023809523809523808
625,264211,0.4390243902439024
627,264457,0.25
631,264522,0.10833333333333334
632,264695,0.25
633,26472,0.125
638,26817,0.125
644,27007,0.25
645,27008,0.25
647,27128,0.16666666666666666
658,281011,0.25
661,281277,0.14285714285714285
662,28131,0.08333333333333333
664,28192,0.125
670,290831,0.375
671,290832,0.25
673,291154,0.125
679,300010,0.4375
682,30253,0.25
683,30276,0.125
685,30964,0.5
686,30982,0.4444444444444444
687,30983,0.4444444444444444
688,31050,0.2916666666666667
689,31110,0.25
690,31148,0.1875
692,31941,0.125
697,33506,0.25
700,33809,0.25
701,33810,0.25
702,33864,0.35714285714285715
703,33896,0.25
704,33897,0.25
705,33898,0.25
706,33899,0.25
708,34095,0.25
710,34221,0.08333333333333333
716,34670,0.4375
721,35018,0.25
723,35168,0.05555555555555555
724,35169,0.05555555555555555
725,35182,0.25
726,35235,0.0625
727,35236,0.125
728,35250,0.5357142857142857
729,35290,0.08333333333333333
730,35405,0.5357142857142857
731,35429,0.0625
740,36532,0.25
742,37071,0.08333333333333333
743,37163,0.3611111111111111
744,380104,0.3333333333333333
745,380388,0.4375
746,380389,0.1875
747,380390,0.4375
749,38324,0.4166666666666667
750,38350,0.4375
752,391200,0.16666666666666666
753,391245,0.5
756,39596,0.5833333333333334
757,39597,0.5833333333333334
758,39814,0.375
759,400104,0.4166666666666667
760,400460,0.25
761,402341,0.25
764,40245,0.20833333333333331
765,40247,0.2222222222222222
766,40265,0.25
776,40457,0.1111111111111111
777,405346,0.4166666666666667
783,409384,0.4166666666666667
785,409636,0.16666666666666666
786,409657,0.2708333333333333
788,41022,0.16666666666666666
789,41023,0.16666666666666666
790,410714,0.3125
791,410794,0.125
793,411039,0.1111111111111111
798,41321,0.16666666666666666
799,413238,0.25
802,413296,0.08333333333333333
805,413299,0.08333333333333333
806,413355,0.45
808,413587,0.06666666666666668
811,414082,0.16666666666666666
819,415120,0.125
820,415121,0.125
821,415135,0.2777777777777778
822,415265,0.06666666666666668
823,415266,0.1111111111111111
824,415325,0.4375
825,415326,0.4375
826,415327,0.4375
827,415328,0.4375
828,415411,0.25
832,416656,0.13125
836,416926,0.25
837,416927,0.25
838,416928,0.25
839,416929,0.25
843,417653,0.4027777777777778
844,418488,0.2916666666666667
845,418489,0.125
846,418490,0.4375
847,418627,0.25
848,419137,0.5208333333333334
849,419577,0.4
851,419669,0.4375
852,419670,0.4375
853,419671,0.4375
854,419672,0.4375
855,419673,0.4375
856,419674,0.4375
857,419675,0.4375
859,420126,0.421875
860,420334,0.1875
861,420337,0.1875
862,420338,0.1875
865,42062,0.0625
866,42063,0.5357142857142857
868,420675,0.125
869,42068,0.3636363636363637
871,421083,0.25
872,421130,0.4375
873,421131,0.4375
874,421209,0.4375
875,421210,0.2916666666666667
876,421252,0.28125
877,421259,0.125
878,421479,0.20833333333333331
879,421480,0.20833333333333331
880,421481,0.20833333333333331
881,421548,0.2916666666666667
882,421549,0.20833333333333331
883,422259,0.10833333333333334
884,423635,0.125
885,423831,0.375
886,424834,0.16666666666666666
887,424835,0.16666666666666666
888,424911,0.25
893,425207,0.25
903,425865,0.525
905,426103,0.16666666666666666
906,426198,0.0625
909,426692,0.3148148148148148
911,42697,0.425
912,427077,0.125
921,427426,0.3333333333333333
923,428002,0.1
927,428547,0.25
928,428737,0.14285714285714285
929,42890,0.5925925925925926
934,429881,0.16666666666666666
946,430497,0.5833333333333334
947,430571,0.10833333333333334
948,430574,0.18055555555555555
949,430575,0.10833333333333334
950,430576,0.10833333333333334
951,430602,0.10833333333333334
952,430603,0.18055555555555555
953,430604,0.18055555555555555
954,431128,0.25
958,431316,0.2727272727272727
959,431359,0.125
960,431367,0.46875
961,431368,0.46875
964,431573,0.46875
965,431620,0.3333333333333333
966,431621,0.08333333333333333
967,4317,0.0625
968,432026,0.16666666666666666
969,432318,0.4078014184397163
971,432590,0.25
972,432591,0.2727272727272727
979,433369,0.3
985,434755,0.4166666666666667
996,44810,0.25
1003,44900,0.25
1014,47104,0.25
1015,47143,0.21875
1016,47144,0.21875
1017,47145,0.25
1019,48106,0.3611111111111111
1025,50058,0.0625
1029,50421,0.125
1030,50422,0.20833333333333331
1031,50423,0.125
1033,50578,0.3
1034,50612,0.25
1037,50950,0.59375
1038,50992,0.25
1050,52775,0.25
1058,53672,0.25
1067,54394,0.25
1068,54395,0.25
1070,54858,0.16666666666666666
1071,55665,0.3888888888888889
1073,56443,0.5925925925925926
1074,56444,0.5925925925925926
1075,56445,0.5925925925925926
1078,57383,0.25
1081,57414,0.25
1082,57415,0.25
1083,58,0.125
1085,59243,0.125
1086,59381,0.16666666666666666
1087,59640,0.0625
1088,59646,0.5
1089,59647,0.3125
1091,60363,0.25
1098,60774,0.16666666666666666
1106,610785,0.3333333333333333
1107,61086,0.25
1108,61087,0.25
1111,61204,0.1
1112,614665,0.20833333333333331
1118,6169,0.16666666666666666
1119,62137,0.3333333333333333
1121,62300,0.125
1124,62586,0.15625
1125,6269,0.125
1126,63018,0.04166666666666666
1130,636886,0.5208333333333334
1131,636906,0.25
1132,636910,0.25
1133,638,0.05
1142,642222,0.125
1144,642236,0.25
1147,642294,0.25
1148,642296,0.25
1150,642303,0.1111111111111111
1158,642372,0.25
1159,642373,0.3928571428571429
1163,65025,0.375
1164,65125,0.3333333333333333
1165,65126,0.4444444444444444
1166,65127,0.4444444444444444
1168,65175,0.3125
1169,65176,0.3125
1170,65177,0.4375
1171,65260,0.125
1173,65445,0.5357142857142857
1174,655673,0.16666666666666666
1175,65643,0.1875
1178,657598,0.25
1179,657599,0.25
1180,657600,0.25
1183,65930,0.4375
1185,660135,0.4230769230769231
1188,66941,0.125
1189,66942,0.125
1191,67226,0.25
1192,67233,0.3611111111111111
1193,67234,0.3611111111111111
1194,67237,0.4444444444444444
1195,67238,0.4444444444444444
1196,67239,0.4444444444444444
1202,67359,0.25
1206,67702,0.16666666666666666
1207,67703,0.16666666666666666
1209,67925,0.25
1211,67991,0.2857142857142857
1212,68117,0.5416666666666666
1213,68118,0.375
1216,68463,0.125
1217,68494,0.4
1218,68653,0.25
1220,68924,0.125
1222,69050,0.05555555555555555
1223,69076,0.2708333333333333
1224,69133,0.125
1232,69967,0.25
1234,71035,0.3888888888888889
1235,71058,0.5
1236,71085,0.16666666666666666
1237,71238,0.20833333333333331
1238,71277,0.1875
1239,71431,0.20833333333333331
1244,72100,0.08333333333333333
1246,72422,0.3611111111111111
1247,72423,0.3611111111111111
1248,72648,0.16666666666666666
1250,72840,0.16666666666666666
1251,73200,0.25
1253,73223,0.125
1254,73275,0.20833333333333331
1257,73575,0.25
1259,73835,0.25
1260,73836,0.25
1264,74863,0.25
1265,74864,0.20833333333333331
1266,74865,0.20833333333333331
1267,74866,0.2916666666666667
1271,75164,0.4375
1273,75209,0.20833333333333331
1274,75210,0.20833333333333331
1275,75211,0.20833333333333331
1276,75212,0.20833333333333331
1277,75223,0.3333333333333333
1288,77095,0.08333333333333333
1290,78059,0.25
1291,78158,0.04166666666666666
1292,78159,0.0625
1293,78326,0.075
1294,78364,0.125
1295,78513,0.08333333333333333
1296,78514,0.16666666666666666
1299,78819,0.1
1300,78836,0.2
1303,79098,0.375
1304,79426,0.08333333333333333
1305,79427,0.08333333333333333
1307,79867,0.4375
1310,80398,0.5
1312,80593,0.3333333333333333
1314,81249,0.4032258064516129
1316,8222,0.4107142857142857
1317,8237,0.125
1318,8262,0.125
1319,8280,0.08333333333333333
1320,82864,0.16666666666666666
1322,83379,0.375
1323,83380,0.375
1324,83652,0.3333333333333333
1325,83826,0.125
1326,83985,0.5
1328,84090,0.375
1329,84092,0.16666666666666666
1330,84240,0.3125
1332,84449,0.5375
1338,85171,0.3055555555555556
1339,853,0.125
1342,85713,0.06451612903225806
1343,85714,0.16666666666666666
1344,86184,0.3333333333333333
1345,86458,0.20833333333333331
1346,87408,0.26666666666666666
1347,87409,0.08974358974358974
1350,87596,0.25
1357,88334,0.21428571428571427
1361,89535,0.25
1365,90147,0.08333333333333333
1366,90148,0.42857142857142855
1367,90149,0.42857142857142855
1368,9082,0.425
1369,90849,0.25
1370,9105,0.08333333333333333
1371,91113,0.1875
1372,91810,0.1111111111111111
1374,92200,0.05
1376,92250,0.08333333333333333
1377,92395,0.3125
1378,92571,0.25
1379,92708,0.4444444444444444
1380,92842,0.25
1382,93086,0.25
1383,93087,0.25
1384,93259,0.25
1387,93486,0.25
1390,94029,0.05555555555555555
1391,94030,0.05555555555555555
1392,94031,0.04166666666666666
1395,94565,0.125
1396,94893,0.125
1397,94894,0.125
1398,94895,0.125
1399,94896,0.125
1400,94897,0.25
1404,95379,0.34375
1405,95407,0.16666666666666666
1406,95606,0.25
1407,95607,0.25
1408,95649,0.125
1411,95972,0.125
1412,95980,0.16666666666666666
1413,95981,0.16666666666666666
1414,96224,0.08333333333333333
1415,96509,0.125
1421,97658,0.14814814814814814
1422,97659,0.1851851851851852
1423,97660,0.1111111111111111
1424,98140,0.5208333333333334
1425,98263,0.1111111111111111
1426,98265,0.1111111111111111
1429,99161,0.25
1430,9923,0.25
1431,99395,0.25
1432,99396,0.25
1433,99397,0.25
1434,99398,0.25
1435,99399,0.25
1436,99400,0.25
1437,99401,0.25
1438,99402,0.25
1439,99403,0.25
1440,99503,0.25
1442,9987,0.16666666666666666
